胤|4512
壕|4501
尤|4489
厨|4482
債|4480
挫|4474
榊|4472
坑|4451
餐|4433
兇|4428
亦|4419
洪|4418
撥|4415
訂|4410
儂|4401
繕|4387
蟹|4371
笥|4367
剰|4366
瑛|4358
媒|4354
遙|4353
鱗|4331
碁|4326
袂|4321
灌|4306
遁|4298
凛|4298
鳳|4295
蟻|4290
騰|4268
牽|4258
升|4254
耽|4240
屏|4232
挺|4230
勃|4230
檜|4223
壜|4222
蓉|4219
韻|4218
絆|4198
媚|4196
秦|4189
戟|4187
墟|4168
劫|4162
沫|4134
栓|4131
轄|4120
毅|4117
姪|4111
椒|4099
腎|4096
耗|4092
慧|4075
羞|4073
樫|4066
壬|4064
碧|4059
礫|4054
蕩|4040
晒|4038
祟|4038
煌|4027
柚|4026
臼|4020
巌|4011
逞|3996
堺|3987
蹄|3981
爛|3978
杭|3976
樋|3970
簾|3966
廓|3958
薦|3950
尿|3942
祀|3942
冶|3942
兜|3937
芙|3935
惠|3932
蕎|3925
